"property_id","price"
"d56159653f5d2abc5ed5acd7",736005137.95898
"45550aa81c0151f1fd9fd8fe",754917869.679902
"735deef3382aa15930482f3e",634545731.829536
"0dd49fa8bb7be52b851c6dc9",677860772.062311
"7d3220a91e78f8bc2924d1cd",752176348.625466
"d3054072b2175deec2c1f8dc",480266684.727204
"b7574b06d593fca4eac59815",479642897.728669
"79e822115c5c1a4531366001",518316852.017312
"d3ed5316a463d38c1bd321d0",739707229.63069
"2f1880c9b8f7ac2715e1236d",661620967.086541
"dcca1c7f109175760ff531c6",720950964.430944
"dfc4f3facf91bbd93ee0fa4d",459805676.271983
"30e134a6cbe61d7954d0f56b",516638818.337781
"385fee7bd9ad7722d45dd034",465763450.261062
"87199c236bf22903d1aafdd0",465763450.261062
"19e19ad0cd6b5e84d8aa970e",459875598.957319
"907f968e78d748fde69dd44f",650216633.140083
"be094e5db0f784e3aa013aae",476640709.547642
"7ab96f83915bc84f8c03c1bd",481736795.730978
"07f4aa9b9ff5b0b05d31e6c0",729781186.199805
"e9be8cd37abed8ab510ba1f5",739201780.40566
"5f6ad58df27b562db077b5ce",655727125.098963
"ee96d947484aaace40f9b77f",728767097.594024
"15c4aef8401208054697b81e",1005982059.41952
"22d6cb11333f2839b8112b89",936947723.582744
"288c09c33907dadbae495c11",1049105253.70289
"f71d2bca0c5fe2720a1544c4",519502967.798703
"451744cf3ce55a98db8a3562",487052615.02123
"fba9ae05a6a8a9e0c6268a9f",480305976.206556
"1338e58f7dcebf5a1ea59388",481459799.981002
"a817e8da0ada143ac87277ee",534088438.602887
"46d8bb3e9a0ca584d3c7a317",473334730.187917
"b2506aa9463aebf01e1e00ca",416482748.427844
"7ec025b9b6e6f33bf65af41b",421436153.088545
"2ff531e27672ecd2362eed55",568535439.968791
"9b3cf0d1b91b9c6a2a887647",594588301.551159
"7db5291ce4602d9b2b266872",586741402.654924
"65d5918e826c33bb950fc008",612298332.234595
"395c34e4b8f52cbdb0522459",605062171.730088
"855f4b67d2bd6d18fd03d8e7",550083653.07526
"9ff06409b37e5b5dece4604a",592212919.393907
"0508cd7bd2c77ebb6fea1e56",571266109.742275
"b45fff2e718e54772d46a3fd",590900930.691256
"cf4d2297b73dbc357d21e31b",571175704.570583
"0ada7044c5b29925abc90879",592424923.930501
"6305f02255274ab5fb6bd39c",704799173.696976
"d9a94194ae1350512beff3e6",739281633.489524
"e3896296cb80d50d9ad3f903",680431723.742666
"6514f355887c64136edb5595",854220920.687513
"f03400cc18e12903b3ffbe5a",736313439.547857
"4e134600155a64783b3f8c3e",630148040.425273
"d63ebc63c82fbf66d8b6ffd3",771817821.358289
"1bd64811bd59706844230198",714508054.891906
"a83921284639eedd4a511cb6",687587995.934439
"a2f3f7a1cd573e2a33f52e2d",773072765.768055
"47344a66471fa51f61c64652",764636143.40522
"78fd849c9429091347d7e5c9",771509707.72455
"c3daf2abea55af99c9579319",768396392.278544
"52864916eb1984abca41ec66",982497684.45165
"c62494a9d7aede44f2f84023",913567790.107601
"a2b576643f7a032371587e5e",1051029299.14214
"e53bc68f0e97ccead24f3e56",607407513.012989
"fd82c710aad91bc90af490fe",611694208.436457
"d436abc2ee37ba3dd561e940",732125690.684359
"216a598114a403676011cb51",626571100.092301
"ea230d5eccd2b687888173bb",627323623.148812
"18bd0dd7580f2a7cb19a90b9",557571251.079104
"b143c8ca6d334f6a73c3f2a0",539649938.801741
"ab388cb4fa511968783bafee",481736795.730978
"6a4f08cd04d558a56af732d9",484125500.174711
"7216c895aa047c4f405c4941",496810825.593245
"a493488dcd906dc74cf8a604",596133100.911919
"7844b0b2bc65dced90a355c6",634067049.645322
"c1976383069b6b82ab29d092",446003952.6658
"e5cfd99e2308b7b73581dbdc",543299238.925704
"c18c2ea88f4ac53970b53d2c",451491580.001022
"842c9f0e4edf1e5a672ce15e",626522344.111876
"7dd1e46dcbddc6bf5ef694de",427600523.450993
"6cc4f32b39180bd1ec7e117b",655809920.599001
"79e643789a85dc4ffad49a25",768867065.153094
"b3402a9173d289d6db78e09d",749386182.151107
"a446507813234e358db8b573",594450714.270588
"c8ef57ddfb35061d1876f94e",662156306.424914
"360be0df2c003005e3db080e",794307028.557217
"9ab245a4c91877cb7a8661ce",842162949.306059
"a57a34c7486e7a40e8deb316",682693810.64918
"ceba7d0f56f6cb03538962fb",692372791.144778
"d5475993f9db58c3e4baf7a3",804212234.499671
"d37a1dda09e30da13ff5bfc3",715739214.369861
"68a8b8d077a8232723bf37e9",655727125.098963
"e1eea7716ca6490b7640717a",566441144.414898
"4ae6d75b10848d259ecba576",732193658.005844
"17afbce5c0b56732abbea936",718184431.517266
"84a2673eccd3cf3bd7fd3eb0",982497684.45165
"f2f4e6cbafe527b155707f01",925426445.799454
