"property_id","price"
"d56159653f5d2abc5ed5acd7",679700892.140455
"45550aa81c0151f1fd9fd8fe",724718376.135731
"735deef3382aa15930482f3e",685323205.098365
"0dd49fa8bb7be52b851c6dc9",605013064.823439
"7d3220a91e78f8bc2924d1cd",780463194.776944
"d3054072b2175deec2c1f8dc",705508403.381075
"b7574b06d593fca4eac59815",701410396.727472
"79e822115c5c1a4531366001",675137215.528725
"d3ed5316a463d38c1bd321d0",632917390.363336
"2f1880c9b8f7ac2715e1236d",619241566.538991
"dcca1c7f109175760ff531c6",701736980.753089
"dfc4f3facf91bbd93ee0fa4d",704830488.376624
"30e134a6cbe61d7954d0f56b",766072408.404028
"385fee7bd9ad7722d45dd034",666389746.056329
"87199c236bf22903d1aafdd0",691177645.068617
"19e19ad0cd6b5e84d8aa970e",717101829.496219
"907f968e78d748fde69dd44f",663775815.429503
"be094e5db0f784e3aa013aae",634142312.845528
"7ab96f83915bc84f8c03c1bd",729807475.129363
"07f4aa9b9ff5b0b05d31e6c0",712915915.365134
"e9be8cd37abed8ab510ba1f5",736649645.71149
"5f6ad58df27b562db077b5ce",699172774.956565
"ee96d947484aaace40f9b77f",617870075.325895
"15c4aef8401208054697b81e",886709003.486156
"22d6cb11333f2839b8112b89",707229450.834442
"288c09c33907dadbae495c11",660571069.932766
"f71d2bca0c5fe2720a1544c4",702470470.451471
"451744cf3ce55a98db8a3562",637342789.469502
"fba9ae05a6a8a9e0c6268a9f",727329543.748481
"1338e58f7dcebf5a1ea59388",697925880.622436
"a817e8da0ada143ac87277ee",670062483.175004
"46d8bb3e9a0ca584d3c7a317",722177487.410433
"b2506aa9463aebf01e1e00ca",734804910.221716
"7ec025b9b6e6f33bf65af41b",736426622.200918
"2ff531e27672ecd2362eed55",709685427.19785
"9b3cf0d1b91b9c6a2a887647",707183139.22411
"7db5291ce4602d9b2b266872",714819826.441053
"65d5918e826c33bb950fc008",720818330.761128
"395c34e4b8f52cbdb0522459",780954217.245539
"855f4b67d2bd6d18fd03d8e7",692735057.606991
"9ff06409b37e5b5dece4604a",707987996.730883
"0508cd7bd2c77ebb6fea1e56",704147660.560883
"b45fff2e718e54772d46a3fd",709262404.955105
"cf4d2297b73dbc357d21e31b",681026535.99972
"0ada7044c5b29925abc90879",768223550.878191
"6305f02255274ab5fb6bd39c",664307382.585329
"d9a94194ae1350512beff3e6",769579458.497614
"e3896296cb80d50d9ad3f903",724230526.436979
"6514f355887c64136edb5595",703455596.8867
"f03400cc18e12903b3ffbe5a",748157771.674704
"4e134600155a64783b3f8c3e",751852378.683218
"d63ebc63c82fbf66d8b6ffd3",647057980.86555
"1bd64811bd59706844230198",619306853.126999
"a83921284639eedd4a511cb6",639726181.188136
"a2f3f7a1cd573e2a33f52e2d",720641051.703235
"47344a66471fa51f61c64652",653015982.038741
"78fd849c9429091347d7e5c9",719487395.350141
"c3daf2abea55af99c9579319",742026853.636032
"52864916eb1984abca41ec66",785091311.61303
"c62494a9d7aede44f2f84023",660461320.010862
"a2b576643f7a032371587e5e",715172410.044274
"e53bc68f0e97ccead24f3e56",738190614.362384
"fd82c710aad91bc90af490fe",757869940.825801
"d436abc2ee37ba3dd561e940",782818572.097967
"216a598114a403676011cb51",678792850.405825
"ea230d5eccd2b687888173bb",713988208.375656
"18bd0dd7580f2a7cb19a90b9",657540271.520746
"b143c8ca6d334f6a73c3f2a0",690005771.408989
"ab388cb4fa511968783bafee",731763206.553923
"6a4f08cd04d558a56af732d9",665936509.862198
"7216c895aa047c4f405c4941",700609455.102023
"a493488dcd906dc74cf8a604",634931048.638646
"7844b0b2bc65dced90a355c6",696314276.784275
"c1976383069b6b82ab29d092",688864740.4063
"e5cfd99e2308b7b73581dbdc",610467710.991762
