"property_id","price"
"d56159653f5d2abc5ed5acd7",679698171.692148
"45550aa81c0151f1fd9fd8fe",724715290.079965
"735deef3382aa15930482f3e",685319646.606278
"0dd49fa8bb7be52b851c6dc9",605012652.382212
"7d3220a91e78f8bc2924d1cd",780455221.059152
"d3054072b2175deec2c1f8dc",705508313.262554
"b7574b06d593fca4eac59815",701410562.515341
"79e822115c5c1a4531366001",675140318.79045
"d3ed5316a463d38c1bd321d0",632918019.680043
"2f1880c9b8f7ac2715e1236d",619241866.923356
"dcca1c7f109175760ff531c6",701734543.806855
"dfc4f3facf91bbd93ee0fa4d",704830294.987409
"30e134a6cbe61d7954d0f56b",766067841.980675
"385fee7bd9ad7722d45dd034",666390466.229709
"87199c236bf22903d1aafdd0",691176810.746436
"19e19ad0cd6b5e84d8aa970e",717102704.704935
"907f968e78d748fde69dd44f",663771852.11322
"be094e5db0f784e3aa013aae",634144945.411545
"7ab96f83915bc84f8c03c1bd",729806300.056035
"07f4aa9b9ff5b0b05d31e6c0",712910836.310129
"e9be8cd37abed8ab510ba1f5",736645696.484991
"5f6ad58df27b562db077b5ce",699170889.14496
"ee96d947484aaace40f9b77f",617871000.113565
"15c4aef8401208054697b81e",886694248.370828
"22d6cb11333f2839b8112b89",707227133.394407
"288c09c33907dadbae495c11",660567981.106837
"f71d2bca0c5fe2720a1544c4",702463976.680265
"451744cf3ce55a98db8a3562",637342877.384398
"fba9ae05a6a8a9e0c6268a9f",727324082.264529
"1338e58f7dcebf5a1ea59388",697926502.33125
"a817e8da0ada143ac87277ee",670060711.304424
"46d8bb3e9a0ca584d3c7a317",722172257.331716
"b2506aa9463aebf01e1e00ca",734804635.591
"7ec025b9b6e6f33bf65af41b",736425643.400126
"2ff531e27672ecd2362eed55",709683904.236958
"9b3cf0d1b91b9c6a2a887647",707178210.636032
"7db5291ce4602d9b2b266872",714816324.148415
"65d5918e826c33bb950fc008",720813840.869931
"395c34e4b8f52cbdb0522459",780949736.892704
"855f4b67d2bd6d18fd03d8e7",692736033.60956
"9ff06409b37e5b5dece4604a",707983948.71863
"0508cd7bd2c77ebb6fea1e56",704141657.239825
"b45fff2e718e54772d46a3fd",709256852.016977
"cf4d2297b73dbc357d21e31b",681022706.957792
"0ada7044c5b29925abc90879",768216538.626089
"6305f02255274ab5fb6bd39c",664305010.721524
"d9a94194ae1350512beff3e6",769572558.008146
"e3896296cb80d50d9ad3f903",724225973.203411
"6514f355887c64136edb5595",703452688.633472
"f03400cc18e12903b3ffbe5a",748151894.464254
"4e134600155a64783b3f8c3e",751848671.596287
"d63ebc63c82fbf66d8b6ffd3",647056424.02538
"1bd64811bd59706844230198",619307793.744364
"a83921284639eedd4a511cb6",639725455.039595
"a2f3f7a1cd573e2a33f52e2d",720635466.11665
"47344a66471fa51f61c64652",653012352.787301
"78fd849c9429091347d7e5c9",719482187.672248
"c3daf2abea55af99c9579319",742020433.020893
