"property_id","price"
"d56159653f5d2abc5ed5acd7",593469516.665592
"45550aa81c0151f1fd9fd8fe",656041508.895009
"735deef3382aa15930482f3e",546466210.003786
"0dd49fa8bb7be52b851c6dc9",522574016.269712
"7d3220a91e78f8bc2924d1cd",668180614.096803
"d3054072b2175deec2c1f8dc",668524467.253933
"b7574b06d593fca4eac59815",664648567.504013
"79e822115c5c1a4531366001",667859003.068354
"d3ed5316a463d38c1bd321d0",706835693.629665
"2f1880c9b8f7ac2715e1236d",692802164.119227
"dcca1c7f109175760ff531c6",598279886.574986
"dfc4f3facf91bbd93ee0fa4d",546006242.756953
"30e134a6cbe61d7954d0f56b",644718873.55709
"385fee7bd9ad7722d45dd034",565666943.63033
"87199c236bf22903d1aafdd0",593179337.531283
"19e19ad0cd6b5e84d8aa970e",698510458.396957
"907f968e78d748fde69dd44f",656918976.005518
"be094e5db0f784e3aa013aae",630132965.896065
"7ab96f83915bc84f8c03c1bd",694704760.518369
"07f4aa9b9ff5b0b05d31e6c0",762331344.881213
"e9be8cd37abed8ab510ba1f5",788171653.097851
"5f6ad58df27b562db077b5ce",767443938.124634
"ee96d947484aaace40f9b77f",685299932.205346
"15c4aef8401208054697b81e",945308404.587961
"22d6cb11333f2839b8112b89",845272303.366724
"288c09c33907dadbae495c11",891138125.352165
"f71d2bca0c5fe2720a1544c4",526792580.925381
"451744cf3ce55a98db8a3562",475356274.1526
"fba9ae05a6a8a9e0c6268a9f",566598450.098098
"1338e58f7dcebf5a1ea59388",518915467.652967
"a817e8da0ada143ac87277ee",571115587.183884
"46d8bb3e9a0ca584d3c7a317",681415773.392496
"b2506aa9463aebf01e1e00ca",698513006.864925
"7ec025b9b6e6f33bf65af41b",700223183.818153
"2ff531e27672ecd2362eed55",561343875.207701
"9b3cf0d1b91b9c6a2a887647",594932016.496454
"7db5291ce4602d9b2b266872",617658224.509658
"65d5918e826c33bb950fc008",685489824.48337
"395c34e4b8f52cbdb0522459",738289702.87367
"855f4b67d2bd6d18fd03d8e7",670796569.491765
"9ff06409b37e5b5dece4604a",679499934.151023
"0508cd7bd2c77ebb6fea1e56",698715370.2323
"b45fff2e718e54772d46a3fd",679342850.424877
"cf4d2297b73dbc357d21e31b",675527743.058866
"0ada7044c5b29925abc90879",737490100.438511
"6305f02255274ab5fb6bd39c",716286569.785321
"d9a94194ae1350512beff3e6",821750920.471032
"e3896296cb80d50d9ad3f903",777141206.298144
"6514f355887c64136edb5595",842130562.207242
"f03400cc18e12903b3ffbe5a",644000730.573004
"4e134600155a64783b3f8c3e",717679103.097989
"d63ebc63c82fbf66d8b6ffd3",722694374.114477
"1bd64811bd59706844230198",690710618.778762
"a83921284639eedd4a511cb6",733850275.231048
"a2f3f7a1cd573e2a33f52e2d",792579489.95237
"47344a66471fa51f61c64652",730978982.897937
"78fd849c9429091347d7e5c9",801478162.350174
"c3daf2abea55af99c9579319",802893219.924681
